SRR_ID	project_id	processing_status	condition
SRR8294740	PRJNA509121	processed	young_5h_post_eccentric
SRR8294741	PRJNA509121	processed	young_5h_post_concentric
SRR8294742	PRJNA509121	processed	young_5h_post_eccentric
SRR8294743	PRJNA509121	processed	young_baseline
SRR8294744	PRJNA509121	processed	older_5h_post_concentric
SRR8294745	PRJNA509121	processed	older_5h_post_eccentric
SRR8294746	PRJNA509121	processed	older_baseline
SRR8294747	PRJNA509121	processed	young_5h_post_concentric
SRR8294748	PRJNA509121	processed	young_5h_post_eccentric
SRR8294749	PRJNA509121	processed	older_5h_post_eccentric
SRR8294750	PRJNA509121	processed	older_baseline
SRR8294751	PRJNA509121	processed	older_5h_post_concentric
SRR8294752	PRJNA509121	processed	older_5h_post_concentric
SRR8294753	PRJNA509121	processed	older_baseline
SRR8294754	PRJNA509121	processed	young_5h_post_concentric
SRR8294755	PRJNA509121	processed	older_5h_post_concentric
SRR8294756	PRJNA509121	processed	older_5h_post_eccentric
SRR8294757	PRJNA509121	processed	older_5h_post_concentric
SRR8294758	PRJNA509121	processed	older_baseline
SRR8775751	PRJNA528522	processed	hepatic_endoderm
SRR8775752	PRJNA528522	processed	hepatic_endoderm
SRR8775753	PRJNA528522	processed	organoid_expansion_medium
SRR8775754	PRJNA528522	processed	organoid_differentiation_medium
SRR8775755	PRJNA528522	processed	pluripotent_stem_cell
SRR8775756	PRJNA528522	processed	pluripotent_stem_cell
SRR8775757	PRJNA528522	processed	organoid_hepatic_medium
SRR8775758	PRJNA528522	processed	mature_hepatocytes
SRR8775759	PRJNA528522	processed	pluripotent_stem_cell
SRR8775760	PRJNA528522	processed	mature_hepatocytes
SRR8775761	PRJNA528522	processed	mature_hepatocytes
SRR8775762	PRJNA528522	processed	pluripotent_stem_cell
SRR8775763	PRJNA528522	processed	organoid_differentiation_medium
SRR8775764	PRJNA528522	processed	mature_hepatocytes
SRR8775765	PRJNA528522	processed	mature_hepatocytes
SRR8775766	PRJNA528522	processed	organoid_differentiation_medium
SRR9325677	PRJNA528522	processed	hepatic_endoderm
SRR9325678	PRJNA528522	processed	hepatic_endoderm
SRR9325679	PRJNA528522	processed	hepatic_endoderm
SRR9282983	PRJNA544334	processed	bone_marrow_lmp
SRR9282984	PRJNA544334	processed	bone_marrow_lmp
SRR9282985	PRJNA544334	processed	bone_marrow_emp
SRR9282986	PRJNA544334	processed	bone_marrow_emp
SRR9282987	PRJNA544334	processed	bone_marrow_hsc1
SRR9282988	PRJNA544334	processed	bone_marrow_hsc1
SRR9282989	PRJNA544334	processed	bone_marrow_mpp
SRR9282990	PRJNA544334	processed	bone_marrow_mpp
SRR9282991	PRJNA544334	processed	bone_marrow_hsc2
SRR9282992	PRJNA544334	processed	bone_marrow_hsc2
SRR9282993	PRJNA544334	processed	bone_marrow_cd38low_hsc
SRR9282994	PRJNA544334	processed	bone_marrow_cd34p_hspc
SRR9282995	PRJNA544334	processed	bone_marrow_cd133p_hsc
SRR9282996	PRJNA544334	processed	bone_marrow_cd90p_hsc
SRR9282997	PRJNA544334	processed	leukapheresis_lmpp
SRR9282998	PRJNA544334	processed	leukapheresis_emp
SRR9282999	PRJNA544334	processed	bone_marrow_hsc3
SRR9283000	PRJNA544334	processed	bone_marrow_hsc3
SRR9283001	PRJNA544334	processed	bone_marrow_hsc4
SRR9283002	PRJNA544334	processed	bone_marrow_cd90p_hsc
SRR9283003	PRJNA544334	processed	bone_marrow_hsc4
SRR9283004	PRJNA544334	processed	bone_marrow_cd34p_hspc
SRR9283005	PRJNA544334	processed	leukapheresis_cd90pos_hsc
SRR9283006	PRJNA544334	processed	leukapheresis_cd90neg_mpp
SRR9283007	PRJNA544334	processed	leukapheresis_emp
SRR9283008	PRJNA544334	processed	leukapheresis_lmpp
SRR9283009	PRJNA544334	processed	leukapheresis_cd90neg_mpp
SRR9283010	PRJNA544334	processed	leukapheresis_cd90pos_hsc
SRR11263449	PRJNA610985	processed	siartd1_knockdown_doxycycline
SRR11263450	PRJNA610985	processed	siartd1_knockdown_doxycycline
SRR11263451	PRJNA610985	processed	siartd1_knockdown_doxycycline
SRR11263452	PRJNA610985	processed	simock_doxycycline
SRR11263453	PRJNA610985	processed	simock_doxycycline
SRR11263454	PRJNA610985	processed	simock_doxycycline
SRR11263455	PRJNA610985	processed	simock_untreated
SRR11263456	PRJNA610985	processed	simock_untreated
SRR11263457	PRJNA610985	processed	simock_untreated
SRR11291078	PRJNA610985	processed	
SRR11291079	PRJNA610985	processed	
SRR11291080	PRJNA610985	processed	
SRR11291081	PRJNA610985	processed	
SRR11291082	PRJNA610985	processed	
SRR11291083	PRJNA610985	processed	
SRR11291084	PRJNA610985	processed	
SRR11291085	PRJNA610985	processed	
SRR11291086	PRJNA610985	processed	
SRR11291087	PRJNA610985	processed	
SRR11291088	PRJNA610985	processed	
SRR11291089	PRJNA610985	processed	
SRR11291090	PRJNA610985	processed	
SRR11291091	PRJNA610985	processed	
SRR11291092	PRJNA610985	processed	
SRR11291093	PRJNA610985	processed	
SRR11291094	PRJNA610985	processed	
SRR11291095	PRJNA610985	processed	
SRR11291096	PRJNA610985	processed	
SRR11291097	PRJNA610985	processed	
SRR11291098	PRJNA610985	processed	
SRR11291099	PRJNA610985	processed	
SRR11291100	PRJNA610985	processed	
SRR11291101	PRJNA610985	processed	
SRR11291102	PRJNA610985	processed	
SRR11291103	PRJNA610985	processed	
SRR11291104	PRJNA610985	processed	
SRR11291105	PRJNA610985	processed	
SRR11523093	PRJNA623750	processed	hct116_treated
SRR11523094	PRJNA623750	processed	hct116_untreated
SRR11523095	PRJNA623750	processed	hct116_untreated
SRR11523096	PRJNA623750	processed	hct116_untreated
SRR11523097	PRJNA623750	processed	a549_treated
SRR11523098	PRJNA623750	processed	a549_treated
SRR11523099	PRJNA623750	processed	a549_treated
SRR11523100	PRJNA623750	processed	a549_untreated
SRR11523101	PRJNA623750	processed	hct116_treated
SRR11523102	PRJNA623750	processed	hct116_treated
SRR11523103	PRJNA623750	processed	a549_untreated
SRR11523104	PRJNA623750	processed	a549_untreated
SRR11563708	PRJNA625628	processed	lcl
SRR11563709	PRJNA625628	processed	lcl
SRR11563710	PRJNA625628	processed	lcl
SRR11563711	PRJNA625628	processed	fb
SRR11563712	PRJNA625628	processed	lcl
SRR11563713	PRJNA625628	processed	lcl
SRR11563714	PRJNA625628	processed	fb
SRR11563715	PRJNA625628	processed	lcl
SRR11563716	PRJNA625628	processed	lcl
SRR11563717	PRJNA625628	processed	fb
SRR11563718	PRJNA625628	processed	lcl
SRR11847329	PRJNA634200	processed	desmoplastic_tumor
SRR11847330	PRJNA634200	processed	desmoplastic_normal
SRR11847331	PRJNA634200	processed	desmoplastic_tumor
SRR11847332	PRJNA634200	processed	desmoplastic_normal
SRR11847333	PRJNA634200	processed	desmoplastic_tumor
SRR11847334	PRJNA634200	processed	desmoplastic_normal
SRR11847335	PRJNA634200	processed	replacement_tumor
SRR11847336	PRJNA634200	processed	replacement_normal
SRR11847337	PRJNA634200	processed	desmoplastic_tumor
SRR11847338	PRJNA634200	processed	desmoplastic_normal
SRR11847339	PRJNA634200	processed	replacement_tumor
SRR11847340	PRJNA634200	processed	replacement_normal
SRR11847341	PRJNA634200	processed	desmoplastic_tumor
SRR11847342	PRJNA634200	processed	desmoplastic_normal
SRR11847343	PRJNA634200	processed	desmoplastic_tumor
SRR11847344	PRJNA634200	processed	desmoplastic_normal
SRR11847345	PRJNA634200	processed	replacement_tumor
SRR11847346	PRJNA634200	processed	replacement_normal
SRR11847347	PRJNA634200	processed	replacement_tumor
SRR11847348	PRJNA634200	processed	replacement_normal
SRR11847349	PRJNA634200	processed	desmoplastic_tumor
SRR11847350	PRJNA634200	processed	desmoplastic_normal
SRR11847351	PRJNA634200	processed	desmoplastic_tumor
SRR11847352	PRJNA634200	processed	desmoplastic_normal
SRR11847353	PRJNA634200	processed	replacement_tumor
SRR11847354	PRJNA634200	processed	replacement_normal
SRR11847355	PRJNA634200	processed	desmoplastic_tumor
SRR11847356	PRJNA634200	processed	desmoplastic_normal
SRR11847357	PRJNA634200	processed	replacement_tumor
SRR11847358	PRJNA634200	processed	replacement_normal
SRR12033502	PRJNA639922	processed	
SRR12051875	PRJNA639922	processed	
SRR12051876	PRJNA639922	processed	
SRR12051877	PRJNA639922	processed	
SRR12051878	PRJNA639922	processed	
SRR12051879	PRJNA639922	processed	
SRR12051880	PRJNA639922	processed	
SRR12051881	PRJNA639922	processed	
SRR12051882	PRJNA639922	processed	
SRR12051883	PRJNA639922	processed	
SRR12051884	PRJNA639922	processed	
SRR12051885	PRJNA639922	processed	
SRR12051886	PRJNA639922	processed	
SRR12051887	PRJNA639922	processed	
SRR12051888	PRJNA639922	processed	
SRR12676590	PRJNA664293	processed	
SRR12676591	PRJNA664293	processed	
SRR12676592	PRJNA664293	processed	
SRR12676593	PRJNA664293	processed	
SRR12676594	PRJNA664293	processed	egfp_cag78
SRR12676595	PRJNA664293	processed	egfp_cag78
SRR12676596	PRJNA664293	processed	egfp_cag27
SRR12676597	PRJNA664293	processed	egfp_cag27
SRR12676598	PRJNA664293	processed	
SRR12676599	PRJNA664293	processed	
SRR12676600	PRJNA664293	processed	untransfected
SRR12676601	PRJNA664293	processed	untransfected
SRR13787136	PRJNA664293	processed	
SRR13787137	PRJNA664293	processed	
SRR13787138	PRJNA664293	processed	untransfected_db213
SRR13787139	PRJNA664293	processed	untransfected_db213
SRR13787140	PRJNA664293	processed	
SRR13787141	PRJNA664293	processed	
SRR13787142	PRJNA664293	processed	
SRR13787143	PRJNA664293	processed	
SRR13787144	PRJNA664293	processed	egfp_cag78_db213
SRR13787145	PRJNA664293	processed	egfp_cag78_db213
SRR13787146	PRJNA664293	processed	egfp_cag27_db213
SRR13787147	PRJNA664293	processed	egfp_cag27_db213
SRR12951086	PRJNA673295	processed	ame_tio2
SRR12951087	PRJNA673295	processed	tio2
SRR12951088	PRJNA673295	processed	tio2
SRR12951089	PRJNA673295	processed	tio2
SRR12951090	PRJNA673295	processed	ame
SRR12951091	PRJNA673295	processed	ame
SRR12951092	PRJNA673295	processed	ame
SRR12951093	PRJNA673295	processed	control
SRR12951094	PRJNA673295	processed	ame_tio2
SRR12951095	PRJNA673295	processed	ame_tio2
SRR12951096	PRJNA673295	processed	control
SRR12951097	PRJNA673295	processed	control
SRR12964250	PRJNA673745	processed	zno2_egcg
SRR12964251	PRJNA673745	processed	zno2_egcg
SRR12964252	PRJNA673745	processed	control
SRR12964253	PRJNA673745	processed	control
SRR12964254	PRJNA673745	processed	zno2_egcg
SRR12964255	PRJNA673745	processed	egcg
SRR12964256	PRJNA673745	processed	egcg
SRR12964257	PRJNA673745	processed	egcg
SRR12964258	PRJNA673745	processed	zno2
SRR12964259	PRJNA673745	processed	zno2
SRR12964260	PRJNA673745	processed	zno2
SRR12964261	PRJNA673745	processed	control
SRR29234212	PRJNA734133	processed	
SRR29234213	PRJNA734133	processed	
SRR29234304	PRJNA734133	processed	caki1_kaiso_ko
SRR29234305	PRJNA734133	processed	caki1_kaiso_ko
SRR29234306	PRJNA734133	processed	caki1_kaiso_ko
SRR29234307	PRJNA734133	processed	caki1_kaiso_ko
SRR29234308	PRJNA734133	processed	caki1_wt
SRR29234309	PRJNA734133	processed	caki1_wt
SRR29234310	PRJNA734133	processed	caki1_wt
SRR29555951	PRJNA734133	processed	
SRR29555952	PRJNA734133	processed	
SRR29555953	PRJNA734133	processed	
SRR29555954	PRJNA734133	processed	
SRR29555955	PRJNA734133	processed	
SRR29555956	PRJNA734133	excluded_quality	
SRR29555957	PRJNA734133	processed	
SRR29555958	PRJNA734133	processed	
SRR15372456	PRJNA752868	processed	cd4_mature_naive
SRR15372457	PRJNA752868	processed	naive_treg
SRR15372458	PRJNA752868	processed	cd4_mature_naive
SRR15372459	PRJNA752868	processed	cd4_mature_naive
SRR15372460	PRJNA752868	processed	naive_treg
SRR15372461	PRJNA752868	processed	cd4_mature_naive
SRR15372462	PRJNA752868	processed	naive_treg
SRR15372463	PRJNA752868	processed	cd4_mature_naive
SRR15372464	PRJNA752868	processed	naive_treg
SRR15372465	PRJNA752868	processed	cd4_mature_naive
SRR15372466	PRJNA752868	processed	naive_treg
SRR15372467	PRJNA752868	processed	naive_treg
SRR15372468	PRJNA752868	processed	cd4_mature_naive
SRR15372469	PRJNA752868	processed	naive_treg
SRR15372470	PRJNA752868	processed	cd4_mature_naive
SRR15372471	PRJNA752868	processed	naive_treg
SRR15372472	PRJNA752868	processed	cd4_mature_naive
SRR15372473	PRJNA752868	processed	naive_treg
SRR15372474	PRJNA752868	processed	naive_treg
SRR15372475	PRJNA752868	processed	cd4_mature_naive
SRR16216963	PRJNA767228	processed	mcf102a
SRR16216964	PRJNA767228	processed	skbr3
SRR16216965	PRJNA767228	processed	skbr3
SRR16216966	PRJNA767228	processed	skbr3
SRR16216967	PRJNA767228	processed	mcf7
SRR16216968	PRJNA767228	processed	mcf7
SRR16216969	PRJNA767228	processed	mcf7
SRR16216970	PRJNA767228	processed	mdamb361
SRR16216971	PRJNA767228	processed	mdamb361
SRR16216972	PRJNA767228	processed	mdamb361
SRR16216973	PRJNA767228	processed	mdamb231
SRR16216974	PRJNA767228	processed	mcf102a
SRR16216975	PRJNA767228	processed	mcf102a
SRR16216976	PRJNA767228	processed	mdamb231
SRR16216977	PRJNA767228	processed	mdamb231
SRR17165223	PRJNA786266	processed	eec
SRR17165224	PRJNA786266	processed	eec
SRR17165225	PRJNA786266	processed	aeh
SRR17165226	PRJNA786266	processed	aeh
SRR17165227	PRJNA786266	excluded_quality	normal_endometrium
SRR17165228	PRJNA786266	processed	aeh
SRR17165229	PRJNA786266	processed	eec
SRR17165230	PRJNA786266	processed	normal_endometrium
SRR17165231	PRJNA786266	processed	normal_endometrium
SRR19842866	PRJNA786266	excluded_quality	eec
SRR19842867	PRJNA786266	processed	aeh
SRR19842868	PRJNA786266	processed	aeh
SRR19842869	PRJNA786266	processed	eec
SRR19842870	PRJNA786266	processed	normal_endometrium
SRR19842871	PRJNA786266	processed	normal_endometrium
SRR17238208	PRJNA788948	processed	ipsc_derived_macrophage_11copy
SRR17238209	PRJNA788948	processed	ipsc_clone_0copy
SRR17238210	PRJNA788948	processed	ipsc_clone_0copy
SRR17238211	PRJNA788948	processed	ipsc_clone_4copy
SRR17238212	PRJNA788948	processed	ipsc_clone_3copy
SRR17238213	PRJNA788948	processed	ipsc_clone_11copy
SRR17238214	PRJNA788948	processed	ipsc_clone_10copy
SRR17238215	PRJNA788948	processed	ipsc_clone_10copy
SRR17238216	PRJNA788948	processed	cd34_patient_gt39m
SRR17238217	PRJNA788948	processed	nk_cells
SRR17238218	PRJNA788948	processed	cd19_b_cells
SRR17238219	PRJNA788948	processed	pmn_cells
SRR17238220	PRJNA788948	processed	cd14_monocytes
SRR17238221	PRJNA788948	processed	cd3_t_cells
SRR17238222	PRJNA788948	processed	cd34_normal_donor
SRR17238223	PRJNA788948	processed	ipsc_derived_macrophage_0copy
SRR17238224	PRJNA788948	processed	ipsc_derived_macrophage_11copy
SRR17238225	PRJNA788948	processed	ipsc_clone_11copy
SRR17238226	PRJNA788948	processed	ipsc_clone_11copy
SRR19240022	PRJNA838478	processed	unlabeled_amniotic_fluid
SRR19240023	PRJNA838478	processed	unlabeled_amniotic_fluid
SRR19240024	PRJNA838478	processed	unlabeled_amniotic_fluid
SRR19240025	PRJNA838478	processed	unlabeled_amniotic_fluid
SRR19240026	PRJNA838478	processed	hydronephrosis_patient_cell
SRR19240027	PRJNA838478	processed	unlabeled_amniotic_fluid
SRR19240028	PRJNA838478	processed	unlabeled_amniotic_fluid
SRR19240029	PRJNA838478	processed	hydronephrosis_patient_supernatant
SRR19240030	PRJNA838478	processed	control_cell
SRR19240031	PRJNA838478	processed	unlabeled_amniotic_fluid
SRR19240032	PRJNA838478	processed	unlabeled_amniotic_fluid
SRR19240033	PRJNA838478	processed	hydronephrosis_patient_supernatant
SRR21413770	PRJNA876028	processed	kasumi1_fto_overexpression
SRR21413771	PRJNA876028	processed	kasumi1_control
SRR21413772	PRJNA876028	processed	kasumi1_control
SRR21413773	PRJNA876028	processed	kasumi1_control
SRR21413774	PRJNA876028	processed	
SRR21413775	PRJNA876028	processed	
SRR21413776	PRJNA876028	processed	
SRR21413777	PRJNA876028	processed	
SRR21413778	PRJNA876028	processed	kasumi1_fto_overexpression
SRR21413779	PRJNA876028	processed	kasumi1_fto_overexpression
SRR21413780	PRJNA876028	processed	
SRR21413781	PRJNA876028	processed	
SRR21747911	PRJNA884190	excluded_quality	
SRR21747912	PRJNA884190	excluded_quality	
SRR21747913	PRJNA884190	excluded_quality	
SRR21747914	PRJNA884190	excluded_quality	
SRR21747915	PRJNA884190	excluded_quality	
SRR21747916	PRJNA884190	excluded_quality	
SRR21747917	PRJNA884190	excluded_quality	
SRR21747918	PRJNA884190	excluded_quality	
SRR21747919	PRJNA884190	excluded_quality	
SRR21747920	PRJNA884190	excluded_quality	
SRR21747921	PRJNA884190	excluded_quality	
SRR21747922	PRJNA884190	excluded_quality	
SRR21747923	PRJNA884190	excluded_quality	
SRR22542103	PRJNA903521	processed	ipf_fibrosis_clone_ali
SRR22542104	PRJNA903521	processed	ipf_normal_clone_ali
SRR22542105	PRJNA903521	processed	ipf_normal_clone_ali
SRR22542106	PRJNA903521	processed	ipf_fibrosis_clone_sc
SRR22542107	PRJNA903521	processed	ipf_fibrosis_clone_sc
SRR22542108	PRJNA903521	processed	ipf_normal_clone_sc
SRR22542109	PRJNA903521	processed	ipf_normal_clone_sc
SRR22542110	PRJNA903521	processed	
SRR22542111	PRJNA903521	processed	scrna_ipf_lung_stem_pool
SRR22542112	PRJNA903521	processed	scrna_ipf_lung_stem_pool
SRR22542113	PRJNA903521	processed	ipf_fibrosis_clone_ali
SRR22542114	PRJNA903521	processed	
SRR22542115	PRJNA903521	processed	
SRR22542200	PRJNA903521	processed	scrna_control_lung_stem_pool
SRR25734166	PRJNA976462	processed	pt1
SRR25734175	PRJNA976462	processed	pt1
SRR25734298	PRJNA976462	processed	pt2
SRR25734300	PRJNA976462	processed	pt2
SRR25734301	PRJNA976462	download_incomplete	
SRR25734302	PRJNA976462	processed	pt3
SRR25734444	PRJNA976462	processed	pt4
SRR25734445	PRJNA976462	processed	pt7
SRR25734447	PRJNA976462	processed	pt7
SRR25734699	PRJNA976462	processed	pt5
SRR25735493	PRJNA976462	processed	pt5
SRR25735563	PRJNA976462	processed	pt9
SRR25735570	PRJNA976462	processed	pt9
SRR25735599	PRJNA976462	processed	pt13
SRR25735645	PRJNA976462	processed	pt13
SRR25735650	PRJNA976462	processed	pt15
SRR25735651	PRJNA976462	processed	pt15
SRR25846700	PRJNA976462	processed	pt7
SRR25846701	PRJNA976462	processed	pt5
SRR25846702	PRJNA976462	processed	pt5
SRR25846703	PRJNA976462	processed	pt4
SRR25846704	PRJNA976462	processed	pt3
SRR25846705	PRJNA976462	download_incomplete	
SRR25846706	PRJNA976462	processed	pt2
SRR25846707	PRJNA976462	processed	pt15
SRR25846708	PRJNA976462	processed	pt2
SRR25846709	PRJNA976462	processed	pt15
SRR25846710	PRJNA976462	processed	pt13
SRR25846711	PRJNA976462	processed	pt13
SRR25846712	PRJNA976462	processed	pt9
SRR25846713	PRJNA976462	processed	pt9
SRR25846714	PRJNA976462	processed	pt7
SRR25846715	PRJNA976462	processed	pt1
SRR25846716	PRJNA976462	processed	pt1
SRR25045835	PRJNA987832	processed	293ft_rsl3_r
SRR25045836	PRJNA987832	processed	293ft_rsl3_r
SRR25045837	PRJNA987832	processed	293ft
SRR25045838	PRJNA987832	processed	293ft
SRR25045839	PRJNA987832	processed	u2os_erastin_r
SRR25045840	PRJNA987832	processed	u2os_erastin_r
SRR25045841	PRJNA987832	processed	u2os_rsl3_r
SRR25045842	PRJNA987832	processed	u2os_rsl3_r
SRR25045843	PRJNA987832	processed	293ft_erastin_r
SRR25045844	PRJNA987832	processed	293ft_erastin_r
SRR25045845	PRJNA987832	processed	u2os
SRR25045846	PRJNA987832	processed	u2os
SRR25361679	PRJNA996357	processed	csf_16
SRR25361680	PRJNA996357	processed	csf_14
SRR25361681	PRJNA996357	processed	csf_12
SRR25361682	PRJNA996357	processed	csf_11
SRR25361683	PRJNA996357	processed	csf_09
SRR25361684	PRJNA996357	processed	csf_08
SRR25361685	PRJNA996357	processed	csf_07
SRR25361686	PRJNA996357	processed	csf_03
SRR25361687	PRJNA996357	processed	csf_17
SRR25361688	PRJNA996357	processed	csf_02
SRR25361689	PRJNA996357	processed	csf_01
